,A,B,C,Target
0,-0.8362770515421668,1.3827979760200804,0.799529475489071,88.09093672388295
1,-0.2022367576633461,0.14242051919550278,1.060659858154915,55.19533993547435
2,0.6126172629426428,0.6374320571265488,-1.0704513754950464,22.27735557519574
3,0.11328548971030677,-1.7955925883899762,-0.7245539060786288,-153.1825336955052
4,0.5741137325704514,-0.5435295731635151,0.5551234747062269,6.085288809007668
5,-0.778979639624183,0.0589251298524297,-0.6495867436840219,-91.28455870812539
6,0.32030739776462314,-0.9093344748628167,-0.8641038072755464,-83.052659333665
7,0.7575304444592023,-0.25163822309035605,1.4963938910080832,89.1956515628488
8,-0.781743417030802,0.6670960152131384,-1.10395705973532,-63.43696050162573
9,0.08160290475294009,-0.8902079531706557,-0.1297011811056126,-59.70311755899665
10,0.06923666960829804,2.3707069668499305,0.5715969451445331,203.5167100720324
11,0.08288565745342746,-0.17776314850120986,-0.15481814530169663,-36.22443017585916
12,-0.1338672099661856,0.08365797666731746,-0.024563610221921644,0.5969371356236541
13,-0.03174625953314383,0.570596540159083,0.4663951773218292,47.46133606404647
14,-0.8000261941274933,1.4861725739055172,0.26070862822533264,71.60082387004523
15,-0.019955537493054946,0.38342662627047086,1.4206961623401468,117.77052462798316
16,-0.7013072852599334,1.9836805922645135,0.9699588267892029,150.18290875253734
17,-0.21019767760852584,1.7361745010818446,-0.15944732368180123,80.18134156374953
18,-0.27304906176262134,-0.730321583005181,-1.116024527507091,-135.30123659252448
19,-0.4673797233633893,1.1885119780772035,-1.5399016675253605,-32.10627984925888
20,0.6293338485773114,-1.4876921732126356,0.6198586828033945,-39.74598637446322
21,0.0983621005535582,-0.6402084599486008,0.16550860422518995,-35.241263388778684
22,-2.01183329022185,0.24093696317491894,-1.9253308857023732,-199.27670726502345
23,-1.1397414026948196,0.8755557964069712,-0.029756255814783694,11.256120918822603
24,-1.5315869637379187,1.4767742267845938,-1.8831844514388623,-95.57337013106793
25,-0.9859860939765585,-1.2796934708827299,0.0959891610908114,-127.46341441921857
26,-0.3725674737688867,-0.17205748849897917,0.7149970141965328,15.228248886522106
27,0.23073586509799465,1.0090411989520944,0.11047414679482255,86.21484180390563
28,0.7007394953539351,0.6368968509567375,1.5340794873672805,168.83660576241778
